"","AlignID","tmean","FoundIn","Name.1","MatchFactor.1","DB.Id.1","CAS.1","Formula.1","Name.2","MatchFactor.2","DB.Id.2","CAS.2","Formula.2","Name.3","MatchFactor.3","DB.Id.3","CAS.3","Formula.3","Name.4","MatchFactor.4","DB.Id.4","CAS.4","Formula.4","Name.5","MatchFactor.5","DB.Id.5","CAS.5","Formula.5","Name.6","MatchFactor.6","DB.Id.6","CAS.6","Formula.6","Name.7","MatchFactor.7","DB.Id.7","CAS.7","Formula.7","Name.8","MatchFactor.8","DB.Id.8","CAS.8","Formula.8","Name.9","MatchFactor.9","DB.Id.9","CAS.9","Formula.9","Name.10","MatchFactor.10","DB.Id.10","CAS.10","Formula.10","Cory_Mreu_Rep1_6262023_32","Cory_Mreu_Rep2_6262023_33","Strl_Rep1_6302023_20","Strl_Rep1_6302023_14","VialBlank_6262023_31"
"2030",2051,20.8024,113,"Tributyrin","99.14","120096","60015","C15H26O6","Propanoic acid, 2-methyl-, 1,2,3-propanetriyl ester","99.00","120100","14295648","C15H26O6","2-Undecen-4-ol","98.96"," 34434","22381868","C11H22O","Butyric acid, thio-, S-hexyl ester","98.92"," 45467","2432544","C10H20OS","Ethylene glycol di-n-butyrate","98.75"," 54718","105726","C10H18O4","Propanoic acid, 2-methyl-, 1,2,3-propanetriyl ester","98.73","120101","14295648","C15H26O6","Butanoic acid, (tetrahydro-2-furanyl)methyl ester","98.71"," 36169","2217336","C9H16O3","3-Methoxyhex-1-ene","98.68","  6831","108811412","C7H14O","Fumaric acid, ethyl tetrahydrofurfuryl ester","98.62"," 72986","1000330576","C11H16O5","Fumaric acid, pentyl tetrahydrofurfuryl ester","98.60"," 99650","1000330580","C14H22O5",24832,245961,39355,73028,16568
"2031",2052,20.7766,64,"Diethyl Phthalate","99.48"," 68594","84662","C12H14O4","Diethyl Phthalate","99.37"," 68597","84662","C12H14O4","Diethyl Phthalate","99.35"," 68596","84662","C12H14O4","Diethyl Phthalate","99.35"," 68598","84662","C12H14O4","Phthalic acid, monoamide, N-ethyl-N-(3-methylphenyl)-, ethyl ester","98.17","125691","1000309854","C19H21NO3","Phthalic acid, ethyl isoporpyl ester","98.06"," 77907","1000314996","C13H16O4","Phthalic acid, ethyl pentyl ester","97.90"," 95853","1000308936","C15H20O4","Diethyl Phthalate","97.88"," 68595","84662","C12H14O4","Phthalic acid, 5-methylhex-2-yl ethyl ester","97.67","113941","1000371093","C17H24O4","Phthalic acid, ethyl 2-(2-nitrophenyl)ethyl ester","97.56","143978","1000377991","C18H17NO6",0,456467,0,0,42297
"2032",2053,20.7436,73,"2-Tetradecanone","98.49"," 62553","2345279","C14H28O","2-Undecanone","98.15"," 34423","112129","C11H22O","2-Dodecanone","98.13"," 43400","6175491","C12H24O","2-Dodecanone","98.00"," 43410","6175491","C12H24O","2-Decanone","97.93"," 25424","693549","C10H20O","1,2-Ethanediamine, N'-ethyl-N,N-dimethyl-","97.65","  7630","123831","C6H16N2","2-Tridecanone","97.58"," 52856","593088","C13H26O","2-Dodecanone","97.38"," 43409","6175491","C12H24O","2-Octanone","97.30"," 11263","111137","C8H16O","2-Tetradecanone","97.14"," 62558","2345279","C14H28O",45489,64836,31569,0,0
"2033",2054,20.7467,76,"Hexadecane","99.56"," 72344","544763","C16H34","Pentadecane","99.40"," 62636","629629","C15H32","Heptadecane","99.36"," 81201","629787","C17H36","Octadecane","99.23"," 89995","593453","C18H38","Tetradecane","99.21"," 52947","629594","C14H30","Docosane","99.13","125342","629970","C22H46","Tridecane","99.11"," 43530","629505","C13H28","Heptacosane","99.09","159321","593497","C27H56","Octadecane","99.08"," 89996","593453","C18H38","Nonadecane","99.02"," 98848","629925","C19H40",45280,0,36772,0,0
"2034",2055,20.7582,14,"4'-Diethylaminoacetanilide","96.69"," 57846","5326578","C12H18N2O","Pentanoic acid, 5-hydroxy-, 2,4-di-t-butylphenyl esters","96.33","122857","166273387","C19H30O3","Pentanedioic acid, (2,4-di-t-butylphenyl) mono-ester","95.70","131214","1000164445","C19H28O4","Phenol, 2,5-bis(1,1-dimethylethyl)-","95.36"," 58134","5875456","C14H22O","Phenol, 2,6-bis(1,1-dimethylethyl)-","94.66"," 58141","128392","C14H22O","Phenol, 2,6-bis(1,1-dimethylethyl)-","94.61"," 58142","128392","C14H22O","1-(3,6,6-Trimethyl-1,6,7,7a-tetrahydrocyclopenta[c]pyran-1-yl)ethanone","94.31"," 58072","1000194972","C13H18O2","Phenol, 2,5-bis(1,1-dimethylethyl)-","93.59"," 58137","5875456","C14H22O","2,4,5,5,8a-Pentamethyl-6,7,8,8a-tetrahydro-5H-chromene","93.55"," 58175","1000195409","C14H22O","Terephthalic acid, 4,4-dimethylpent-2-yl propyl ester","93.45","122744","1000415965","C18H26O4",0,0,0,0,0
"2035",2056,20.7505,11,"5-Tridecanone","92.88"," 52848","30692161","C13H26O","5-Tridecanone","92.40"," 52854","30692161","C13H26O","5-Decanone","92.40"," 25413","820291","C10H20O","4-Octanone","91.84"," 11256","589639","C8H16O","5-Dodecanone","89.88"," 43406","19780100","C12H24O","Carbonic acid, octyl prop-1-en-2-yl ester","89.75"," 63428","1000382540","C12H22O3","Acetamide, 2-(2-thiophenyl)-N-ethyl-N-2-ethylhexyl-","89.57","106812","1000415414","C16H27NOS","5-Decanone","89.42"," 25425","820291","C10H20O","4-Undecanone","89.33"," 34426","14476370","C11H22O","5-Nonanone, 2-methyl-","89.03"," 25478","22287021","C10H20O",0,0,0,34573,0
"2036",2057,20.7561,9,"Propanoic acid, 2,2-dimethyl-, 2-(1,1-dimethylethyl)-6-methylphenyl ester","87.59"," 86062","54644450","C16H24O2","1,2-Benzenedicarboxylic acid, dinonyl ester","85.79","169661","84764","C26H42O4","Bis-(3,5,5-trimethylhexyl) phthalate","85.51","169600","14103618","C26H42O4","Propanoic acid, 2,2-dimethyl-, 2-(1,1-dimethylethyl)-4-methylphenyl ester","85.36"," 86061","54644427","C16H24O2","Bis(tridecyl) phthalate","85.17","181031","119062","C34H58O4","Bis(tridecyl) phthalate","84.72","181032","119062","C34H58O4","Didecyl phthalate","83.92","174541","84775","C28H46O4","Heptacosane","83.84","159321","593497","C27H56","Hexadecane","83.76"," 72344","544763","C16H34","Hexadecane","83.67"," 72347","544763","C16H34",0,0,0,0,0
"2037",2058,20.7929,7,"Benzoic acid, 4-[[(tetrahydro-2-furanyl)carbonyl]amino]-, tricyclo[3.3.1.1(3,7)]dec-1-ylmethyl ester","96.19","160156","1000337391","C23H29NO4","Tributyrin","96.07","120096","60015","C15H26O6","2-Undecen-4-ol","95.88"," 34434","22381868","C11H22O","Butyric acid, thio-, S-hexyl ester","95.87"," 45467","2432544","C10H20OS","Propanoic acid, 2-methyl-, 1,2,3-propanetriyl ester","95.82","120100","14295648","C15H26O6","4-Nitrobenzoic acid, 2-tetrahydrofurylmethyl ester","95.68"," 87567","4696984","C12H13NO5","Fumaric acid, ethyl tetrahydrofurfuryl ester","95.63"," 72986","1000330576","C11H16O5","Butanoic acid, (tetrahydro-2-furanyl)methyl ester","95.62"," 36169","2217336","C9H16O3","Ethylene glycol di-n-butyrate","95.58"," 54718","105726","C10H18O4","Fumaric acid, pentyl tetrahydrofurfuryl ester","95.48"," 99650","1000330580","C14H22O5",0,0,0,0,0
"2038",2059,20.7379,7,"2-Nonanone","95.40"," 17986","821556","C9H18O","2-Nonanone","95.35"," 17987","821556","C9H18O","2-Nonanone, 3-(hydroxymethyl)-","95.05"," 35448","67801336","C10H20O2","2-Hexanone, 5-methyl-","94.53","  6876","110123","C7H14O","Undecanal, 2-methyl-","94.51"," 43439","110418","C12H24O","2-Tridecanone","94.29"," 52857","593088","C13H26O","2-Nonanone","94.28"," 17985","821556","C9H18O","2-Decanone","93.77"," 25424","693549","C10H20O","2-Dodecanone","93.57"," 43400","6175491","C12H24O","2-Tetradecanone","93.32"," 62558","2345279","C14H28O",0,0,0,0,0
"2039",2060,20.7675,6,"Phthalic acid, ethyl neopentyl ester","95.09"," 95857","1000315295","C15H20O4","Dineopentyl phthalate","94.47","122538","2553244","C18H26O4","Phthalic acid, neopentyl 2-nitrophenyl ester","94.04","150335","1000315684","C19H19NO6","Phthalic acid, neopentyl non-5-yn-3-yl ester","93.25","150962","1000315748","C22H30O4","Dineopentyl phthalate","92.65","122537","2553244","C18H26O4","Phthalic acid, neopentyl 4-nitrophenyl ester","90.78","150336","1000315549","C19H19NO6","Phthalic acid, 4-cyanophenyl neopentyl ester","88.92","140679","1000315651","C20H19NO4","Phthalic acid, butyl furfuryl ester","88.80","122445","1000314915","C17H22O5","Phthalic acid, furfuryl pentyl ester","88.00","130916","1000314916","C18H24O5","Phthalic acid, neopentyl 4-(2-phenylprop-2-yl)phenyl ester","87.71","172017","1000315622","C28H30O4",0,0,0,0,0
"2040",2061,20.7617,3,"1-(2,6-Dimethyl-4-propoxyphenyl)propan-1-one","91.90"," 67382","1000190223","C14H20O2","2',6'-Dimethyl-4'-propoxyacetophenone","91.57"," 57977","1000195981","C13H18O2","1-(2,6-Dimethyl-4-propoxy-phenyl)-2-methyl-propan-1-one","91.53"," 76946","1000190220","C15H22O2","Benzene-1,4-diacetic acid, di-acetic anhydride","91.29"," 86791","1000404250","C12H10O6","Terephthalic acid, 2-nitro-3-methylbenzyl propyl ester","90.80","150350","1000416093","C19H19NO6","Terephthalic acid, 3-nitro-4-methylbenzyl propyl ester","90.58","150349","1000416086","C19H19NO6","1-(3,6,6-Trimethyl-1,6,7,7a-tetrahydrocyclopenta[c]pyran-1-yl)ethanone","89.60"," 58072","1000194972","C13H18O2","3,4-Dihydrocoumarin, 6-amino-4,4-dimethyl-","88.36"," 47434","1000128499","C11H13NO2","Isophthalic acid, but-3-yn-2-yl propyl ester","87.88"," 93564","1000343897","C15H16O4","Acetamide, N-(2,3(1H)-dihydro-2-oxo-5-benzimidazolyl)-","86.00"," 47719","91085686","C9H9N3O2",0,0,0,0,0
"2041",2062,20.775,4,"1,2-Benzenedicarboxylic acid, bis(2-methylpropyl) ester","89.68","105013","84695","C16H22O4","1,2-Benzenedicarboxylic acid, dinonyl ester","89.17","169661","84764","C26H42O4","Phthalic acid, 1-tert-butoxyprop-2-yl isobutyl ester","88.36","140159","1000371008","C19H28O5","1,2-Benzenedicarboxylic acid, bis(8-methylnonyl) ester","88.19","174666","89167","C28H46O4","Didecyl phthalate","88.16","174543","84775","C28H46O4","Phthalic acid, 1-tert-butoxyprop-2-yl decyl ester","88.10","170001","1000371015","C25H40O5","1,2-Benzenedicarboxylic acid, bis(8-methylnonyl) ester","87.96","174667","89167","C28H46O4","Phthalic acid, monoamide, N-ethyl-N-(3-methylphenyl)-, isobutyl ester","87.88","141775","1000309856","C21H25NO3","Didecyl phthalate","87.74","174540","84775","C28H46O4","Phthalic acid, 1-tert-butoxyprop-2-yl ethyl ester","87.67","123801","1000371006","C17H24O5",0,0,0,0,0
"2042",2063,20.7383,3,"2-Hexanone, 4-methyl-","96.85","  6877","105420","C7H14O","2-Dodecanone","96.84"," 43409","6175491","C12H24O","2-Tetradecanone","96.82"," 62557","2345279","C14H28O","2-Tridecanone","96.75"," 52855","593088","C13H26O","2-Tetradecanone","96.55"," 62553","2345279","C14H28O","2-Undecanone","96.45"," 34430","112129","C11H22O","2-Tetradecanone","96.34"," 62558","2345279","C14H28O","2-Undecanone","96.22"," 34429","112129","C11H22O","2-Dodecanone","96.20"," 43410","6175491","C12H24O","2-Dodecanone","96.17"," 43411","6175491","C12H24O",0,0,0,0,0
"2043",2064,20.8475,2,"Sulfurous acid, 2-propyl undecyl ester","93.09","104788","1000309122","C14H30O3S","Octadecanoic acid, 2-[(1-oxotetradecyl)oxy]-1,3-propanediyl ester","92.88","183852","57396993","C53H102O6","Ether, dodecyl isopropyl","92.65"," 73585","29379428","C15H32O","Sulfurous acid, dodecyl 2-propyl ester","92.63","113714","1000309123","C15H32O3S","Isopropyl tetradecyl ether","91.94"," 91326","1000406340","C17H36O","Sulfurous acid, 2-propyl tridecyl ester","91.58","122397","1000309124","C16H34O3S","Hentetracontanoic acid","91.49","182670","40710290","C41H82O2","Tricosane, 2-methyl-","91.40","141429","1928309","C24H50","Dotriacontane","91.37","175093","544854","C32H66","Eicosane, 7-hexyl-","91.24","154162","55333998","C26H54",0,0,0,0,0
"2044",2065,20.8075,2,"4H-Pyrrolo[3,2,1-ij]quinoline-8-sulfonamide, 1,2-dihydro-6-methyl-4-oxo-N-[(tetrahydro-2-furanyl)methyl]-","81.24","146179","1000351007","C17H20N2O4S","Sebacic acid, dineopentyl ester","74.04","143460","1000354479","C20H38O4","Boronic acid, ethyl-, bis(2,2-dimethylpropyl) ester","72.93"," 63450","67753473","C12H27BO2","Fumaric acid, ditetrahydrofurfuryl ester","72.85","108478","1000330591","C14H20O6","Fumaric acid, hexyl tetrahydrofurfuryl ester","72.00","108579","1000330581","C15H24O5","Tributyrin","71.68","120096","60015","C15H26O6","Ethylene glycol di-n-butyrate","71.33"," 54718","105726","C10H18O4","2-Undecen-4-ol","71.18"," 34434","22381868","C11H22O","Ajmalan-10,17-diol, 19,20-didehydro-, (17R,19E)-","71.12","125121","70509794","C19H22N2O2","Benzoic acid, 4-[[(tetrahydro-2-furanyl)carbonyl]amino]-, tricyclo[3.3.1.1(3,7)]dec-1-ylmethyl ester","70.99","160156","1000337391","C23H29NO4",0,0,0,0,0
"2045",2066,21.1622,95,"2-Aminobiphenyl","98.06"," 33801","90415","C12H11N","Diphenylamine","97.96"," 33796","122394","C12H11N","Diphenylamine","97.72"," 33797","122394","C12H11N","Pyridine, 2-(4-methylphenyl)-","97.68"," 33826","1000380570","C12H11N","1-Methyl-3,3-diphenylurea","97.57"," 72014","13114722","C14H14N2O","Pyridine, 3-(4-methylphenyl)-","97.51"," 33825","1000380560","C12H11N","4-(4-Methylphenyl)pyridine","97.06"," 33815","4423103","C12H11N","Urea, N,N-diphenyl-N'-ethyl-","97.05"," 80881","1000407546","C15H16N2O","1-Methyl-3,3-diphenylurea","97.05"," 72015","13114722","C14H14N2O","Urea, N,N-diphenyl-N'-propyl-","96.49"," 89730","1000407547","C16H18N2O",97864,86463,37545,41439,0
"2046",2067,21.1643,7,"2-Aminobiphenyl","85.64"," 33801","90415","C12H11N","Diphenylamine","85.09"," 33796","122394","C12H11N","Diphenylamine","84.94"," 33797","122394","C12H11N","1-Methyl-3,3-diphenylurea","84.57"," 72014","13114722","C14H14N2O","Pyridine, 2-(4-methylphenyl)-","84.17"," 33826","1000380570","C12H11N","Pyridine, 3-(4-methylphenyl)-","84.14"," 33825","1000380560","C12H11N","Diphenylamine","84.12"," 33795","122394","C12H11N","Diphenylamine","83.93"," 33794","122394","C12H11N","Urea, N,N-diphenyl-N'-ethyl-","83.92"," 80881","1000407546","C15H16N2O","Urea, N,N-diphenyl-N'-propyl-","83.91"," 89730","1000407547","C16H18N2O",0,0,0,0,0
"2047",2068,21.1662,4,"1,4-benzenediol, 5-hexadecyl-2-methyl-3-(octylthio)-","88.52","179270","1000399593","C31H56O2S","4-Allyl-2-t-butyl-[1,3]dioxolane-4-carbothioic acid, S-t-butyl ester","87.09","110024","98041271","C15H26O3S","Decanoic acid, 6-cyanonaphthalen-2-yl ester","85.29","132809","1000191008","C21H25NO2","Fumaric acid, 2-decyl pentyl ester","84.38","134291","1000348587","C19H34O4","4-Nitrobenzoic acid, heptadecyl ester","83.14","166695","113423204","C24H39NO4","Heptanoic acid, 6-cyano-2-naphthyl ester","82.53","115754","1000196307","C19H21NO2","6-Decyloxynaphthalene-2-carbonitrile","82.38","124622","66217285","C21H27NO","Arsane, dimenthoxyphenyl-","82.23","176593","164588470","C26H43AsO2","6-Octyloxy-naphthalene-2-carbonitrile","81.79","106945","342414420","C19H23NO","Fumaric acid, 2-heptyl pentyl ester","81.76","108716","1000348624","C16H28O4",0,0,0,0,59666
"2048",2069,21.161,5,"Urea, N,N-diphenyl-N'-pentyl-","95.04","107557","1000407551","C18H22N2O","Urea, N,N-diphenyl-N'-butyl-","94.99"," 98615","1000407549","C17H20N2O","Urea, N,N-diphenyl-N'-hexyl-","94.94","116418","1000407553","C19H24N2O","Urea, N,N-diphenyl-N'-propyl-","94.85"," 89730","1000407547","C16H18N2O","Urea, N,N-diphenyl-N'-isobutyl-","94.78"," 98619","1000407548","C17H20N2O","Urea, N,N-diphenyl-N'-heptyl-","94.78","125197","1000407555","C20H26N2O","Urea, N,N-diphenyl-N'-(3-methylbutyl)-","94.75","107559","1000407550","C18H22N2O","Urea, N,N-diphenyl-N'-(hept-2-yl)-","94.73","125199","1000407552","C20H26N2O","Urea, N,N-diphenyl-N'-octyl-","94.46","133386","1000407556","C21H28N2O","Urea, N,N-diphenyl-N'-(2-ethylhexyl)-","94.46","133388","1000407554","C21H28N2O",0,35739,0,0,0
"2049",2070,21.04,2,"Urea, N,N-diphenyl-N'-heptyl-","98.15","125197","1000407555","C20H26N2O","Urea, N,N-diphenyl-N'-(hept-2-yl)-","98.11","125199","1000407552","C20H26N2O","Urea, N,N-diphenyl-N'-octyl-","98.05","133386","1000407556","C21H28N2O","Urea, N,N-diphenyl-N'-pentyl-","98.01","107557","1000407551","C18H22N2O","Urea, N,N-diphenyl-N'-hexyl-","98.01","116418","1000407553","C19H24N2O","Urea, N,N-diphenyl-N'-nonyl-","97.98","141325","1000407557","C22H30N2O","Urea, N,N-diphenyl-N'-(2-ethylhexyl)-","97.95","133388","1000407554","C21H28N2O","Urea, N,N-diphenyl-N'-(3-methylbutyl)-","97.94","107559","1000407550","C18H22N2O","Urea, N,N-diphenyl-N'-decyl-","97.78","148238","1000407558","C23H32N2O","Urea, N,N-diphenyl-N'-butyl-","97.77"," 98615","1000407549","C17H20N2O",0,0,0,0,0
"2050",2071,20.8388,4,"Tetradecylamine, N-allyl-","97.60"," 89159","1000416167","C17H35N","Octadecylamine, N-allyl-","97.56","124632","1000416169","C21H43N","Nonylamine, N-allyl-","97.45"," 42748","1000416164","C12H25N","Dodecylamine, N-allyl-","97.45"," 71458","1000416166","C15H31N","Hexadecylamine, N-allyl-","97.45","106969","1000416168","C19H39N","6,6-Dimethyl-cyclohex-2-en-1-ol","97.43"," 10373","38313109","C8H14O","Decylamine, N-allyl-","97.30"," 52052","1000416165","C13H27N","Octylamine, N-allyl-","97.15"," 33766","1000416163","C11H23N","Pyrrolidine, 2-(hydroxymethyl)-","97.09","  3802","1000163391","C5H11NO","D-Proline","96.98","  7086","344252","C5H9NO2",0,0,0,0,0
"2051",2072,20.8629,7,"1,3-Phenylenedibenzoate","99.51","130024","94019","C20H14O4","2-Butene-1,4-dione, 1,2,4-triphenyl-, (Z)-","99.50","126672","13249757","C22H16O2","Benzamide, N-(5,6,7,8-tetrahydro-7,7-dimethyl-2,5-dioxo-4-2H-benzopyranyl)-","99.50","125599","1000265089","C18H17NO4","Ethanone, 2-(acetyloxy)-1-phenyl-","99.48"," 38859","2243358","C10H10O3","Estrone, benzoate","99.48","157462","2393535","C25H26O3","Ethyl 2-benzamidothiazole-4,5-dicarboxylate","99.47","146136","2982356","C16H16N2O5S","2-Benzylidene-3-oxo-4-indanyl benzoate","99.47","142598","1000244781","C23H16O3","2-(3-Benzoxybenzyl)-4-methylphenyl benzoate","99.46","170337","1000073898","C28H22O4","2,2-Bis[4-(benzoyloxy)phenyl]propane","99.46","172941","2297145","C29H24O4","2-Furfurylidene-3-oxo-4-indanyl benzoate","99.46","137002","1000244772","C21H14O4",0,0,0,0,0
"2052",2073,20.8725,2,"Methyl 2,3,4,6-tetrabenzoyl-.alpha.-d-altroside","98.84","182718","1000130063","C35H30O10","Estra-1,3,5(10)-triene-3,17-diol (17.beta.)-, dibenzoate","98.77","178315","4147131","C32H32O4","Estra-1,3,5(10)-triene-3,17-diol (17.beta.)-, 17-acetate 3-benzoate","98.76","169750","4954170","C27H30O4","Cyclopenta[d]anthracene-8,11-diol, 3-isopropyl-1,2,3,3a,4,5,6,6a,7,12-decahydro-, dibenzoate","98.72","180214","1000195094","C34H36O4","Methyl 2,3,4-tribenzoyl-6-p-toluenesulfonyl-.alpha.-d-altroside","98.71","183214","1000130061","C35H32O11S",".beta.-d-Glucopyranose pentabenzoate","98.70","183477","1000128982","C41H32O11","DL-Xylitol, 2,3-diacetate 1,4,5-tribenzoate","98.68","181559","74793672","C30H28O10","D-Glucitol, cyclic 3,4-(phenylboronate) 1,2,5,6-tetrabenzoate","98.67","183397","74810654","C40H33BO10","Sedoheptulosan tetrabenzoate","98.66","182690","1000130062","C35H28O10","DL-Xylitol, 1,3,4-triacetate 2,5-dibenzoate","98.66","178833","74810289","C25H26O10",0,0,0,0,0
"2053",2074,20.8679,7,"Benzonitrile, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-","96.64"," 75222","1988881","C15H21NO","(2R,4aS,5S,8aR)-2-Allyl-1-methyl-5-((Z)-pent-2-en-4-yn-1-yl)decahydroquinoline","96.55"," 91891","1159498744","C18H27N","(2R,4aS,5R,8aS)-2-Allyl-1-methyl-5-((Z)-pent-2-en-4-yn-1-yl)decahydroquinoline","96.14"," 91892","1159498755","C18H27N","2-Amino-4-[(morpholin-4-yl)carboximidoyl]-5,6,7,8-tetrahydrochromene-3,4-dicarbonitrile","95.97","126836","1000411253","C16H19N5O2","3,3'-Diamino-4,4'-biphenyldiol","95.77"," 64557","4194405","C12H12N2O2","3,3'-Biphenyldiol, 4,4'-diamino-","95.70"," 64559","2373980","C12H12N2O2","2-Aminocaprylic acid, N-(2-methoxyethylcarbonyl)-, isobutyl ester","95.67","129342","1000327768","C16H31NO5","naphtho[1,2-d]thiazol-5-ol, 2-amino-","95.54"," 64546","1000400721","C11H8N2OS","2-Aminocaprylic acid, N-(2-methoxyethylcarbonyl)-, pentyl ester","95.42","137366","1000327769","C17H33NO5","2-Aminocaprylic acid, N-(2-methoxyethylcarbonyl)-, undecyl ester","95.39","168975","1000327774","C23H45NO5",0,0,0,0,0
"2054",2075,20.9237,64,"Tetradecanal","98.91"," 62550","124254","C14H28O","Tridecanal","98.81"," 52844","10486198","C13H26O","Pentadecanal-","98.80"," 72272","2765119","C15H30O","Tetradecanal","98.54"," 62548","124254","C14H28O","Tridecanal","98.46"," 52843","10486198","C13H26O","Tetradecanal","98.06"," 62549","124254","C14H28O","Z-2-Octadecen-1-ol","98.00"," 98824","1000131110","C18H36O","Heptadecanal","97.88"," 89957","1000376700","C17H34O","13-Methyltetradecanal","97.84"," 72294","75853519","C15H30O","Octadecanal","97.77"," 98815","638664","C18H36O",0,0,0,0,0
"2055",2076,20.93,5,"Octadecane, 1-(ethenyloxy)-","96.31","116602","930029","C20H40O","1-Eicosanol","95.75","118008","629969","C20H42O","Vinyl lauryl ether","95.68"," 62564","765140","C14H28O","n-Nonadecanol-1","95.64","109175","1454848","C19H40O","benzoic acid, 2,3,5-tris(dodecylthio)-","95.06","183583","1000400009","C43H78O2S3","Methoxyacetic acid, dodecyl ester","94.97"," 92468","1000281819","C15H30O3","1-Octanol, 2-butyl-","94.83"," 44707","3913028","C12H26O","1-Decanol, 2-hexyl-","94.51"," 82489","2425776","C16H34O","Oxalic acid, allyl tetradecyl ester","94.42","134297","1000309242","C19H34O4","1-Hexacosanol","94.42","159953","506525","C26H54O",0,0,0,0,0
"2056",2077,20.931,5,"1-Adamantanecarboxylic acid, 2-tridecyl ester","82.34","152751","1000282174","C24H42O2","1-Adamantanecarboxylic acid, 5-tetradecyl ester","81.21","158201","1000282175","C25H44O2","3,3-Dimethyl-2-(phenylselenyl)butanoic acid, 2-methylbutyl ester","77.13","143221","1000217150","C17H26O2Se","Fumaric acid, 2-isopropylphenyl pentadecyl ester","77.08","174256","1000344904","C28H44O4","Aziridinone, 1-(1,1-dimethylethyl)-3-tricyclo[3.3.1.1(3,7)]dec-1-yl-","76.29"," 85331","16664327","C16H25NO","Fumaric acid, 2-isopropylphenyl undecyl ester","76.15","161941","1000344902","C24H36O4","4,7,7-Trimethylbicyclo[2.2.1]heptan-2,3-dione, 2-oxime (syn)","75.97"," 41374","1000284218","C10H15NO2","4,4-Dimethyl-1-(adamantyl-1)pentanol-1","75.69"," 87400","102928632","C17H30O","Heptyl N,N-dimethylphosphoramidocyanidate","75.60"," 75345","162085918","C10H21N2O2P","Benzenemethanol, .alpha.-ethyl-.alpha.-2,5,7-octatrienyl-","75.57"," 82511","74685431","C17H22O",0,0,0,0,0
"2057",2078,20.935,2,"Benzenemethanol, .alpha.-ethyl-.alpha.-2,5,7-octatrienyl-","75.82"," 82511","74685431","C17H22O","2-Hydroxy-2-phenylbutyramide","75.31"," 39811","52839879","C10H13NO2","Alpha-aminomethyl-alpha-ethylbenzyl alcohol","75.29"," 30829","770650","C10H15NO","(5-tert-Butyl-5-hydroxy-4,5-dihydropyrazol-1-yl)(4-methoxyphenyl)methanone","75.04","103680","1000302324","C15H20N2O3","Thiourea, 1-(adamantane-1-carbonyl)-3-tert-butyl-","74.69","115031","1000317130","C16H26N2OS","1-Hexen-4-ol, 3-methyl-4-phenyl-","74.20"," 46992","344308867","C13H18O","Benzeneacetamide, .alpha.-ethyl-N-formyl-.alpha.-hydroxy-","74.02"," 58634","56440450","C11H13NO3","Phenol, 4-(1,1,3,3-tetramethylbutyl)-","73.68"," 58145","140669","C14H22O","1-Adamantanecarboxylic acid, 2-octyl ester","73.47","114199","1000282627","C19H32O2","4-Butoxy-2-hydroxybenzonitrile","73.30"," 47401","144105124","C11H13NO2",0,0,0,0,0
"2058",2080,20.94,2,"Formic acid, neopentyl ester","84.25","  7503","1000367903","C6H12O2","Butane, 1,1-dibutoxy-","81.72"," 55045","5921802","C12H26O2","2-t-Butylperoxy-2-ethylbutan-1-ol, propionate ester","80.31"," 84512","139727325","C13H26O4","1-Butanol, 4-butoxy-","79.99"," 19834","4161244","C8H18O2","1-Butene-3-ethoxy","79.75","  3485","1476080","C6H12O","(E)-But-2-en-1-yl 2-methylbutanoate","79.71"," 26112","1000372810","C9H16O2","2,4-Dimethylpentan-3-yl isobutyl carbonate","79.37"," 64666","1000372753","C12H24O3","Ether, dodecyl isopropyl","79.32"," 73585","29379428","C15H32O","Oxirane, 2,2'-[oxybis(methylene)]bis-","79.26"," 12061","2238075","C6H10O3","1-Butanol, 4-butoxy-","79.21"," 19835","4161244","C8H18O2",0,0,0,0,0
"2059",2081,21.0784,62,"Urea, N-tert-butyl-N',N'-diethyl-","89.94"," 36203","1000360403","C9H20N2O","tert-Amylamine, N-acetyl-","89.43"," 11755","15501389","C7H15NO","2-Acetamido-N-methylbutyramide","89.34"," 26888","35023279","C7H14N2O2","2-Amino-2-methyl-1-propanol, N-acetyl, acetate","88.96"," 36511","1000366708","C8H15NO3","2-Propanamine, N-methyl-N-(1-methylethyl)-","88.20","  7260","10342979","C7H17N","Propylhexedrine acetate","88.20"," 51971","1000119961","C12H23NO","Etilefrin, N-acetyl, diacetate","86.54","123151","1000417505","C16H21NO5","3-Octanamine","86.30"," 11826","24552043","C8H19N","Methanimine,C-ethoxycarbonyl,N-ethoxycarbonylmethyl","86.28"," 45325","1000222153","C8H13NO4","Formamide, N-butyl-N-(1-methylethyl)-","86.05"," 18358","54965796","C8H17NO",0,0,43003,25915,0
